代码,名称,申购代码,招股日期,网上发行日期,上市日期,上市板,发行价格,发行市盈率,行业PE(披露值),发行数量总计(万股),新股发行数量(万股),老股转让数量(万股),网下配售数量(万股),网上发行数量(万股),回拨比例(%),预计募资(上市公司)(亿元),募资总额(上市公司)(亿元),募资净额(上市公司)(亿元),上市公司发行费用(万元),上市公司发行费率(%),老股转让费用(万元),转让费率(%),发行费用合计(万元),发行费率(%),承销及保荐费(万元),审计及验资费(万元),法律费用(万元),信息披露费(万元),发行方式,承销方式,主承销商,审计机构,资产评估机构,律师事务所,发行公告日期,承销商认购余股(万股),包销金额(万元),包销比例,面值,省份,证监会行业(2012版),证监会行业,Wind行业,证券类型,交易所,上市首日涨跌幅%,上市5日涨跌幅%,上市10日涨跌幅%,上市20日涨跌幅%
688788.SH,科思科技,787788,2020/9/23,2020/10/9,2020/10/22,科创板,106.04,37.13,50.57,1888.36,1888.36,0,1232.76,655.6,10,13.93,20.02,19.16,8662.69,4.33,0,0,8662.69,4.33,7344.52,639.62,179.25,499.3,"战略配售,网下询价,上网定价",余额包销,中天国富证券有限公司,立信会计师事务所(特殊普通合伙),中水致远资产评估有限公司,江苏世纪同仁律师事务所,2020/9/30,0.82,86.53,0.04,1,广东,计算机、通信和其他电子设备制造业,,信息技术--技术硬件与设备--通信设备Ⅲ--通信设备,A股,上海,107.01,-14.41,-6.93,
605058.SH,澳弘电子,707058,2020/9/22,2020/10/9,2020/10/21,主板,18.23,22.98,50.86,3573.1,3573.1,0,357.3,3215.8,50,6.51,6.51,5.92,5959.34,9.15,0,0,5959.34,9.15,4347.17,594.34,490.57,486.79,"网下询价,上网定价",余额包销,国金证券股份有限公司,大华会计师事务所(特殊普通合伙),国众联资产评估土地房地产估价有限公司,上海市锦天城律师事务所,2020/9/30,6.19,112.75,0.17,1,江苏,计算机、通信和其他电子设备制造业,,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,上海,43.99,4.19,1.45,
601568.SH,北元集团,780568,2020/9/22,2020/9/30,2020/10/20,主板,10.17,22.41,28.58,36111.11,36111.11,0,3611.01,32500.1,60,36.73,36.73,34.4,23250.93,6.33,0,0,23250.93,6.33,20327.42,896.23,1188.68,606.6,"网下询价,上网定价",余额包销,华泰联合证券有限责任公司,希格玛会计师事务所(特殊普通合伙),"中和资产评估有限公司,中联资产评估集团有限公司",北京市嘉源律师事务所,2020/9/29,59.79,608.11,0.17,1,陕西,化学原料和化学制品制造业,,材料--材料Ⅱ--化工--基础化工,A股,上海,38.74,-20.91,-24.66,
300898.SZ,熊猫乳品,300898,2020/9/21,2020/9/29,2020/10/16,创业板,10.78,21.77,60.66,3100,3100,0,1751.5,1348.5,20,6.09,3.34,2.78,5638,16.87,0,0,5638,16.87,3625.54,660.38,924.53,400.94,"战略配售,网下询价,上网定价",余额包销,中信证券股份有限公司,容诚会计师事务所(特殊普通合伙),厦门市大学资产评估土地房地产估价有限责任公司,国浩律师事务所,2020/9/28,1.82,19.64,0.06,1,浙江,食品制造业,制造业-食品、饮料-食品制造业,日常消费--食品、饮料与烟草--食品--食品加工与肉类,A股,深圳,476.53,24.73,-7.16,
688386.SH,泛亚微透,787386,2020/9/21,2020/9/29,2020/10/16,科创板,16.28,26.08,36.75,1750,1750,0,1155,595,10,3.52,2.85,2.38,4736.97,16.63,0,0,4736.97,16.63,2564.1,1160.38,424.53,382.08,"战略配售,网下询价,上网定价",余额包销,东方证券承销保荐有限公司,天健会计师事务所(特殊普通合伙),"江苏中企华中天资产评估有限公司,坤元资产评估有限公司",广东信达律师事务所,2020/9/28,0.49,7.98,0.03,1,江苏,橡胶和塑料制品业,,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,上海,183.6,-9.25,18.67,
003012.SZ,东鹏控股,3012,2020/9/21,2020/9/29,2020/10/19,中小企业板,11.35,18.52,20.32,14300,14300,0,1430,12870,60,16.23,16.23,14.8,14298.3,8.81,0,0,14298.3,8.81,10004.09,2040.34,1500.75,589.62,"网下询价,上网定价",余额包销,中国国际金融股份有限公司,德勤华永会计师事务所(特殊普通合伙),中联国际评估咨询有限公司,北京市金杜律师事务所,2020/9/28,20.43,231.83,0.14,1,广东,非金属矿物制品业,,工业--资本货物--建筑产品Ⅲ--建筑产品,A股,深圳,43.96,-9.24,-14.93,
300999.SZ,金龙鱼,300999,2020/9/18,2020/9/25,2020/10/15,创业板,25.7,31.12,41.86,54215.92,54215.92,0,39035.47,15180.45,20,140.83,139.33,136.93,24055.25,1.73,0,0,24055.25,1.73,19283.02,2970,849.06,440.57,"战略配售,网下询价,上网定价",余额包销,中信建投证券股份有限公司,安永华明会计师事务所(特殊普通合伙),沃克森(北京)国际资产评估有限公司,北京市天元律师事务所,2020/9/24,28.63,735.86,0.05,1,上海,农副食品加工业,,日常消费--食品、饮料与烟草--食品--食品加工与肉类,A股,深圳,117.9,-13.13,-20.59,
300999.SZ,金龙鱼,300999,2020/9/18,2020/9/25,2020/10/15,创业板,25.7,31.12,41.86,54215.92,54215.92,0,39035.47,15180.45,20,140.83,139.33,136.93,24055.25,1.73,0,0,24055.25,1.73,19283.02,2970,849.06,440.57,"战略配售,网下询价,上网定价",余额包销,中国国际金融股份有限公司,安永华明会计师事务所(特殊普通合伙),沃克森(北京)国际资产评估有限公司,北京市天元律师事务所,2020/9/24,28.63,735.86,0.05,1,上海,农副食品加工业,,日常消费--食品、饮料与烟草--食品--食品加工与肉类,A股,深圳,117.9,-13.13,-20.59,
688330.SH,宏力达,787330,2020/9/16,2020/9/24,2020/10/15,科创板,88.23,41.97,30.51,2500,2500,0,1545,955,10,13.38,22.06,20.66,13944.51,6.32,0,0,13944.51,6.32,12435.38,396.23,471.7,542.45,"战略配售,网下询价,上网定价",余额包销,华泰联合证券有限责任公司,大信会计师事务所(特殊普通合伙),万隆(上海)资产评估有限公司,国浩律师事务所,2020/9/23,2.03,178.97,0.08,1,上海,电气机械和器材制造业,,工业--资本货物--电气设备--电气部件与设备,A股,上海,22.97,-15.3,-18.19,
003001.SZ,中岩大地,3001,2020/8/25,2020/9/24,2020/10/13,中小企业板,30.16,22.99,7.74,2429.38,2429.38,0,242.93,2186.45,50,7.33,7.33,6.67,6578.84,8.98,0,0,6578.84,8.98,5250,431.89,320,561.32,"网下询价,上网定价",余额包销,中德证券有限责任公司,信永中和会计师事务所(特殊普通合伙),中和资产评估有限公司,北京市竞天公诚律师事务所,2020/9/23,7.44,224.41,0.31,1,北京,土木工程建筑业,建筑业-土木工程建筑业-房屋建筑业,工业--资本货物--建筑与工程Ⅲ--建筑与工程,A股,深圳,44,-9.92,-13.52,
605336.SH,帅丰电器,707336,2020/9/15,2020/9/24,2020/10/19,主板,24.29,22.99,30.44,3520,3520,0,352,3168,50,8.55,8.55,7.91,6375.98,7.46,0,0,6375.98,7.46,4839.67,458.78,513.68,518.86,"网下询价,上网定价",余额包销,国信证券股份有限公司,安永华明会计师事务所(特殊普通合伙),坤元资产评估有限公司,国浩律师事务所,2020/9/23,13.29,322.78,0.38,1,浙江,电气机械和器材制造业,,可选消费--耐用消费品与服装--家庭耐用消费品--家用电器,A股,上海,44.01,-7.98,-9.81,
300899.SZ,上海凯鑫,300899,2020/9/21,2020/9/23,2020/10/16,创业板,24.43,27.35,27.37,1595,1595,0,,1595,0,3.37,3.9,3.53,3673.66,9.43,0,0,3673.66,9.43,2667.56,339.62,246.23,391.51,上网定价,余额包销,长江证券承销保荐有限公司,大华会计师事务所(特殊普通合伙),上海申威资产评估有限公司,北京市嘉源律师事务所,2020/9/22,2.56,62.45,0.16,1,上海,生态保护和环境治理业,社会服务业-公共设施服务业-其他公共设施服务业,工业--商业和专业服务--商业服务与用品--环境与设施服务,A股,深圳,219.28,-6.72,-11.28,
605338.SH,巴比食品,707338,2020/9/15,2020/9/23,2020/10/12,主板,12.72,22.99,61.24,6200,6200,0,620,5580,50,7.89,7.89,7.44,4459.21,5.65,0,0,4459.21,5.65,3117.51,571.32,235.85,509.25,"网下询价,上网定价",余额包销,国元证券股份有限公司,容诚会计师事务所(特殊普通合伙),中水致远资产评估有限公司,上海市通力律师事务所,2020/9/22,15.77,200.61,0.25,1,上海,食品制造业,,日常消费--食品、饮料与烟草--食品--食品加工与肉类,A股,上海,44.03,61.08,159.44,
003011.SZ,海象新材,3011,2020/9/17,2020/9/21,2020/9/30,中小企业板,38.67,21.93,36.95,1834,1834,0,,1834,0,7.09,7.09,6.14,9475.24,13.36,0,0,9475.24,13.36,6867,1350,558.87,699.37,上网定价,余额包销,申万宏源证券承销保荐有限责任公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,上海市锦天城律师事务所,2020/9/18,3.89,150.43,0.21,1,浙江,橡胶和塑料制品业,,材料--材料Ⅱ--纸与林木产品--林木产品,A股,深圳,43.99,4.17,8.05,
688093.SH,世华科技,787093,2020/9/10,2020/9/18,2020/9/30,科创板,17.55,41.12,51.85,4300,4300,0,2666,1634,10,8.58,7.55,7.01,5413.98,7.17,0,0,5413.98,7.17,3672.88,647.17,537.74,490.57,"战略配售,网下询价,上网定价",余额包销,华泰联合证券有限责任公司,公证天业会计师事务所(特殊普通合伙),江苏中企华中天资产评估有限公司,北京国枫律师事务所,2020/9/17,2.27,39.83,0.05,1,江苏,计算机、通信和其他电子设备制造业,,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,上海,62.22,-7.1,-9.98,
605099.SH,共创草坪,707099,2020/9/10,2020/9/18,2020/9/30,主板,15.44,22.99,57.89,4009,4009,0,400.9,3608.1,60,6.19,6.19,5.7,4883.81,7.89,0,0,4883.81,7.89,2924.53,1084.91,392.33,399.06,"网下询价,上网定价",余额包销,中信证券股份有限公司,天健会计师事务所(特殊普通合伙),"上海众华资产评估有限公司,北京国融兴华资产评估有限责任公司",上海市瑛明律师事务所,2020/9/17,13.2,203.76,0.33,1,江苏,文教、工美、体育和娱乐用品制造业,制造业-纺织、服装、皮毛-服装及其他纤维制品制造业-其他纤维制品制造业,材料--材料Ⅱ--化工--基础化工,A股,上海,43.98,26.77,29.15,
605018.SH,长华股份,707018,2020/9/9,2020/9/17,2020/9/29,主板,9.72,21.98,21.99,4168,4168,0,416.8,3751.2,60,4.23,4.05,3.66,3924.91,9.69,0,0,3924.91,9.69,2307.22,688,418.01,429.25,"网下询价,上网定价",余额包销,长城证券股份有限公司,立信会计师事务所(特殊普通合伙),天津中联资产评估有限责任公司,上海市锦天城律师事务所,2020/9/16,8.59,83.49,0.21,1,浙江,汽车制造业,,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,上海,44.03,61,24.64,
605018.SH,长华股份,707018,2020/9/9,2020/9/17,2020/9/29,主板,9.72,21.98,21.99,4168,4168,0,416.8,3751.2,60,4.23,4.05,3.66,3924.91,9.69,0,0,3924.91,9.69,2307.22,688,418.01,429.25,"网下询价,上网定价",余额包销,东吴证券股份有限公司,立信会计师事务所(特殊普通合伙),天津中联资产评估有限责任公司,上海市锦天城律师事务所,2020/9/16,8.59,83.49,0.21,1,浙江,汽车制造业,,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,上海,44.03,61,24.64,
688013.SH,天臣医疗,787013,2020/9/9,2020/9/17,2020/9/28,科创板,18.62,38.21,45.26,2000,2000,0,1320,680,10,4.08,3.72,3.24,4860.53,13.05,0,0,4860.53,13.05,2793,900,623.58,509.25,"战略配售,网下询价,上网定价",余额包销,安信证券股份有限公司,中天运会计师事务所(特殊普通合伙),北京中天和资产评估有限公司,国浩律师事务所,2020/9/16,0.74,13.76,0.04,1,江苏,专用设备制造业,,医疗保健--医疗保健设备与服务--医疗保健设备与用品--医疗保健用品,A股,上海,118.64,-10.69,-13.29,
300896.SZ,爱美客,300896,2020/9/9,2020/9/17,2020/9/28,创业板,118.27,47.9,45.26,3020,3020,0,1701.2,1318.8,20,20.58,35.72,34.35,13662.02,3.83,0,0,13662.02,3.83,10054.5,1379.83,1679.79,414.95,"战略配售,网下询价,上网定价",余额包销,中信证券股份有限公司,大华会计师事务所(特殊普通合伙),北京国融兴华资产评估有限责任公司,北京海润天睿律师事务所,2020/9/16,3.63,429.79,0.12,1,北京,专用设备制造业,,医疗保健--制药、生物科技与生命科学--生物科技Ⅲ--生物科技,A股,深圳,187.56,17.97,26.14,
688585.SH,上纬新材,787585,2020/9/9,2020/9/17,2020/9/28,科创板,2.49,12.83,28.96,4320,4320,0,3088.8,1231.2,10,2.53,1.08,0.7,3752.53,34.89,0,0,3752.53,34.89,2264.15,801.47,235.85,382.08,"战略配售,网下询价,上网定价",余额包销,申万宏源证券承销保荐有限责任公司,毕马威华振会计师事务所(特殊普通合伙),万隆(上海)资产评估有限公司,国浩律师事务所,2020/9/16,1.42,3.54,0.03,1,上海,化学原料和化学制品制造业,,材料--材料Ⅱ--化工--基础化工,A股,上海,556.63,-7.34,-6.91,
605136.SH,丽人丽妆,707136,2020/9/9,2020/9/17,2020/9/29,主板,12.23,22.44,22.45,4001,4001,0,400,3601,60,5.01,4.89,4.2,6919.85,14.14,0,0,6919.85,14.14,3867.92,1930.3,500,514.15,"网下询价,上网定价",余额包销,华泰联合证券有限责任公司,普华永道中天会计师事务所(特殊普通合伙),,上海市方达律师事务所,2020/9/16,8.77,107.23,0.22,1,上海,零售业,,可选消费--零售业--互联网与售货目录零售--互联网零售,A股,上海,43.99,61.04,159.4,
605136.SH,丽人丽妆,707136,2020/9/9,2020/9/17,2020/9/29,主板,12.23,22.44,22.45,4001,4001,0,400,3601,60,5.01,4.89,4.2,6919.85,14.14,0,0,6919.85,14.14,3867.92,1930.3,500,514.15,"网下询价,上网定价",余额包销,中信证券股份有限公司,普华永道中天会计师事务所(特殊普通合伙),,上海市方达律师事务所,2020/9/16,8.77,107.23,0.22,1,上海,零售业,,可选消费--零售业--互联网与售货目录零售--互联网零售,A股,上海,43.99,61.04,159.4,
002998.SZ,优彩资源,2998,2020/8/17,2020/9/16,2020/9/25,中小企业板,5.85,22.99,19.71,8159.96,8159.96,0,815.96,7344,50,4.77,4.77,4.32,4582.13,9.6,0,0,4582.13,9.6,3018.87,771.51,311.32,441.51,"网下询价,上网定价",余额包销,兴业证券股份有限公司,大华会计师事务所(特殊普通合伙),江苏中企华中天资产评估有限公司,上海市锦天城律师事务所,2020/9/15,14.46,84.58,0.18,1,江苏,化学纤维制造业,,材料--材料Ⅱ--化工--化纤,A股,深圳,43.93,41.57,25.42,
300897.SZ,山科智能,300897,2020/9/14,2020/9/16,2020/9/28,创业板,33.46,35.99,36.82,1700,1700,0,,1700,0,3.66,5.69,5.09,6011.24,10.57,0,0,6011.24,10.57,3945.04,1150,439.03,419.81,上网定价,余额包销,海通证券股份有限公司,中汇会计师事务所(特殊普通合伙),天源资产评估有限公司,上海市广发律师事务所,2020/9/15,2.82,94.28,0.17,1,浙江,仪器仪表制造业,,信息技术--技术硬件与设备--电子设备、仪器和元件--电子设备和仪器,A股,深圳,74.78,-14.45,-2.58,
003010.SZ,若羽臣,3010,2020/9/8,2020/9/16,2020/9/25,中小企业板,15.2,22.98,41.86,3043,3043,0,304.3,2738.7,50,4.63,4.63,4.18,4495.43,9.72,0,0,4495.43,9.72,2836.31,810.38,273.58,563.68,"网下询价,上网定价",余额包销,中国国际金融股份有限公司,天健会计师事务所(特殊普通合伙),广东联信资产评估土地房地产估价有限公司,北京市中伦律师事务所,2020/9/15,6.3,95.82,0.21,1,广东,互联网和相关服务,信息技术业-计算机应用服务业-计算机软件开发与咨询,可选消费--零售业--互联网与售货目录零售--互联网零售,A股,深圳,44.01,61.08,144.4,
605218.SH,伟时电子,707218,2020/9/8,2020/9/16,2020/9/28,主板,10.97,22.98,52.06,5320.84,5320.84,0,532.04,4788.8,50,5.84,5.84,5.34,4955.39,8.49,0,0,4955.39,8.49,2976.63,825.7,566.04,566.9,"网下询价,上网定价",余额包销,民生证券股份有限公司,德勤华永会计师事务所(特殊普通合伙),金证(上海)资产评估有限公司,北京国枫律师事务所,2020/9/15,10.12,110.99,0.19,1,江苏,计算机、通信和其他电子设备制造业,,信息技术--技术硬件与设备--电子设备、仪器和元件--电子元件,A股,上海,44.03,20.89,9.81,
603565.SH,中谷物流,732565,2020/8/18,2020/9/16,2020/9/25,主板,22.19,22.99,15.19,6666.67,6666.67,0,666.57,6000.1,60,14.79,14.79,13.96,8287.03,5.6,0,0,8287.03,5.6,6367.92,1045.28,292.45,471.7,"网下询价,上网定价",余额包销,中国国际金融股份有限公司,容诚会计师事务所(特殊普通合伙),万隆(上海)资产评估有限公司,北京植德律师事务所,2020/9/15,15.05,334.04,0.23,1,上海,水上运输业,交通运输、仓储业-公路运输业-其他公路运输业,工业--运输--海运Ⅲ--海运,A股,上海,43.98,-20.69,-24.38,
688595.SH,芯海科技,787595,2020/9/8,2020/9/16,2020/9/28,科创板,22.82,61.14,52.06,2500,2500,0,1650,850,10,6.21,5.71,4.94,7600.36,13.32,0,0,7600.36,13.32,5080.51,1381.7,521.7,556.6,"战略配售,网下询价,上网定价",余额包销,中信证券股份有限公司,天健会计师事务所(特殊普通合伙),沃克森(北京)国际资产评估有限公司,广东华商律师事务所,2020/9/15,0.47,10.74,0.02,1,广东,计算机、通信和其他电子设备制造业,信息技术业-计算机及相关设备制造业-计算机相关设备制造业,信息技术--半导体与半导体生产设备--半导体产品与半导体设备--半导体产品,A股,上海,175.24,10.25,5.97,
605111.SH,新洁能,707111,2020/9/7,2020/9/16,2020/9/28,主板,19.91,22.99,52.18,2530,2530,0,253,2277,50,5.04,5.04,4.49,5473.5,10.87,0,0,5473.5,10.87,3800,631.13,545.28,452.83,"网下询价,上网定价",余额包销,平安证券股份有限公司,天衡会计师事务所(特殊普通合伙),,江苏世纪同仁律师事务所,2020/9/15,7.22,143.83,0.29,1,江苏,计算机、通信和其他电子设备制造业,制造业-电子-电子元器件制造业-电子器件制造业,信息技术--半导体与半导体生产设备--半导体产品与半导体设备--半导体产品,A股,上海,44,61.07,159.43,
003009.SZ,中天火箭,3009,2020/9/7,2020/9/15,2020/9/25,中小企业板,12.94,22.9,40.89,3884.81,3884.81,0,388.46,3496.35,50,5.03,5.03,4.46,5673.79,11.29,0,0,5673.79,11.29,3971.29,856.6,240.57,509.43,"网下询价,上网定价",余额包销,光大证券股份有限公司,中审众环会计师事务所(特殊普通合伙),上海东洲资产评估有限公司,北京观韬中茂律师事务所,2020/9/14,6.49,83.96,0.17,1,陕西,铁路、船舶、航空航天和其他运输设备制造业,,工业--资本货物--航空航天与国防Ⅲ--航天航空与国防,A股,深圳,43.97,61.03,159.31,
300893.SZ,松原股份,300893,2020/9/7,2020/9/15,2020/9/24,创业板,13.47,17.05,21.94,2500,2500,0,1287.5,1212.5,20,5.45,3.37,2.81,5546.57,16.47,0,0,5546.57,16.47,3260,1200,600,467.45,"网下询价,上网定价",余额包销,国金证券股份有限公司,天健会计师事务所(特殊普通合伙),坤元资产评估有限公司,浙江天册律师事务所,2020/9/14,1.41,18.96,0.06,1,浙江,汽车制造业,,可选消费--汽车与汽车零部件--汽车零配件--机动车零配件与设备,A股,深圳,205.12,-9.49,28.95,
300895.SZ,铜牛信息,300895,2020/9/7,2020/9/15,2020/9/24,创业板,12.65,24.48,69.14,2425,2425,0,1248.9,1176.1,20,3.46,3.07,2.68,3921.87,12.78,0,0,3921.87,12.78,2854.72,452.83,179.25,401.89,"网下询价,上网定价",余额包销,中国银河证券股份有限公司,致同会计师事务所(特殊普通合伙),,北京海润天睿律师事务所,2020/9/14,1.69,21.37,0.07,1,北京,软件和信息技术服务业,信息技术业-通信服务业,信息技术--软件与服务--互联网软件与服务Ⅲ--互联网软件与服务,A股,深圳,446.17,-21.05,-14.4,
003008.SZ,开普检测,3008,2020/9/10,2020/9/14,2020/9/23,中小企业板,30.42,22.99,40.54,2000,2000,0,,2000,0,6.08,6.08,5.56,5272.77,8.67,0,0,5272.77,8.67,2537.96,1113.21,1027.83,514.15,上网定价,余额包销,湘财证券股份有限公司,大信会计师事务所(特殊普通合伙),上海东洲资产评估有限公司,北京市金杜律师事务所,2020/9/11,3.68,112.01,0.18,1,河南,专业技术服务业,,工业--资本货物--电气设备--电气部件与设备,A股,深圳,43.98,-14.82,-11.42,
003007.SZ,直真科技,3007,2020/9/10,2020/9/14,2020/9/23,中小企业板,23.4,22.99,69.14,2000,2000,0,,2000,0,4.68,4.68,4.08,5983.46,12.79,0,0,5983.46,12.79,4062,427.55,846.09,603.77,上网定价,余额包销,中德证券有限责任公司,立信会计师事务所(特殊普通合伙),,北京国枫律师事务所,2020/9/11,3.55,82.99,0.18,1,北京,软件和信息技术服务业,,信息技术--软件与服务--互联网软件与服务Ⅲ--互联网软件与服务,A股,深圳,44.02,-1.39,0.74,
688526.SH,科前生物,787526,2020/9/3,2020/9/11,2020/9/22,科创板,11.69,26.23,56.33,10500,10500,0,8060,2440,10,18.33,12.27,11.42,8571.72,6.98,0,0,8571.72,6.98,7119.21,546,381,481,"战略配售,网下询价,上网定价",余额包销,招商证券股份有限公司,致同会计师事务所(特殊普通合伙),中京民信(北京)资产评估有限公司,北京市嘉源律师事务所,2020/9/10,2.31,27.01,0.02,1,湖北,医药制造业,,医疗保健--制药、生物科技与生命科学--生物科技Ⅲ--生物科技,A股,上海,170.15,3.8,20.58,
003005.SZ,竞业达,3005,2020/9/1,2020/9/10,2020/9/22,中小企业板,31.83,22.99,69.75,2650,2650,0,265,2385,50,8.43,8.43,7.68,7555.65,8.96,0,0,7555.65,8.96,5832.72,688.68,514.15,481.13,"网下询价,上网定价",余额包销,国金证券股份有限公司,信永中和会计师事务所(特殊普通合伙),开元资产评估有限公司,北京市中伦律师事务所,2020/9/9,4.53,144.09,0.17,1,北京,软件和信息技术服务业,,可选消费--消费者服务Ⅱ--综合消费者服务Ⅲ--教育服务,A股,深圳,44.02,15.42,16.49,
